names,length,width,height,noseLength,radius,tailLength,endRadius,dragForce,dragCoeff,refArea
uuv_0030,3637.433327498318,1828.521936450648,1607.0897614517137,2059.968672592711,616.9698846296842,3153.5996111405434,16.260665801518982,18.561791,0.011979843,2.02725630e+00
uuv_0031,2181.6000472318615,1705.2197000330243,1135.5130685012377,2022.4874353624602,399.2214471303651,1184.5700024606538,47.16821525840098,24.749775,0.012400485,2.61139443e+00
uuv_0032,3985.348955451203,451.0367243149716,1411.6202051228622,2655.3026155891384,222.2544263308757,2982.7486967242085,10.980722103365368,24.088393,0.017516415,1.79929555e+00
uuv_0033,1944.386434031167,1203.5643713351728,498.1399295508595,2263.990457439742,204.27405482348962,1485.3769295510879,26.29304093503005,61.095655,0.13452181,5.94234020e-01
uuv_0034,1975.5650079757343,1596.4512610546037,1782.3578249553102,2341.025031656841,578.1403834441207,1038.068391570991,93.68748277295319,38.005128,0.088219927,5.63657638e-01
uuv_0035,2237.028366562635,1480.2453486190404,1798.0356417319601,1168.2416674428928,706.4345571145157,2303.5700079399967,64.05554027916799,31.38517,0.016052804,2.55807621e+00
uuv_0036,1163.763849053501,912.9100391519049,1081.7480467201194,2847.9319069233698,280.0287394260414,2101.346424063356,63.879915308077486,22.614029,0.013253255,2.23251955e+00
uuv_0037,2117.9507756930598,727.2760863448077,1929.6187635689555,1834.7627519663845,296.10058113528424,2507.792741032091,56.73546466586684,27.8951,0.039666838,9.20111010e-01
uuv_0038,2231.57034827034,1712.7344443167513,406.41531503954445,3429.067189852399,202.41968614260776,1006.3001132116074,59.111560131701516,50.379616,0.049636316,1.32799121e+00
uuv_0039,3401.11305132254,1777.8501088542914,1616.7693750917263,3180.714623245327,718.8138870245047,2186.974172731937,37.81693008632997,57.641218,0.11411673,6.60881666e-01
uuv_0040,3522.997497971684,907.7075928165932,578.9405068882758,1593.1619567139664,241.9190449101315,3142.4989297987668,25.10202118179957,19.813685,0.010667492,2.43020449e+00
uuv_0041,3389.07963868427,849.5683910492978,1580.317915166911,1010.9460917818653,263.3750580963073,3275.602926253336,53.87335204273563,41.107121,0.11318472,4.75192012e-01
uuv_0042,3076.3682997161277,923.4887009088557,536.3067560931459,1411.5702414711154,246.67746214496964,2047.880732603702,15.192437786076411,45.68286,0.04658933,1.28294109e+00
uuv_0043,1416.8408076559645,1234.4966022495128,1531.131567752264,1370.74571104777,210.54069707187355,2497.9498994133664,84.50365900811366,34.33051,0.1014017,4.42970597e-01
uuv_0044,3056.492509400105,484.67324196168846,1066.6198315800334,2459.7112429493263,231.62709580755566,2064.582654018099,38.81130444426246,32.612119,0.023038815,1.85207581e+00
uuv_0045,3716.758336025634,1129.6377827132142,1068.8528004508864,1442.2876634136355,281.52189225773975,3371.119434978615,78.80320495221542,41.092271,0.11418654,4.70852759e-01
uuv_0046,1710.8751531277046,1856.8771611375605,1306.7715202626891,2444.090667713417,335.04641170098904,3650.2588890301467,56.89061605189339,36.495334,0.041912645,1.13928445e+00
uuv_0047,2784.741482456585,1616.7758486099108,789.0324390422364,2502.990368792647,330.80391637187336,3209.092874368003,71.0113006784423,25.466443,0.014300389,2.33002370e+00
uuv_0048,2760.2171496286305,469.48901791664747,1507.4200004495665,3873.124156957478,212.70933232004506,2068.5342170998083,96.14841836754296,70.050387,0.077565521,1.18163056e+00
uuv_0049,3577.011713168087,1762.025138302922,1433.3707149082188,1576.2616120487094,682.5926064646947,3524.577645867065,56.19477201143233,61.985024,0.12125899,6.68825316e-01
uuv_0050,2565.9822279412215,1788.25449445379,715.490801461204,2176.4205113599683,320.602458331708,2818.4926878182796,36.183794963159784,38.252998,0.023551985,2.12509258e+00
uuv_0051,1134.8542568867772,1640.9776825050856,1067.7241622295746,1981.8097362122621,367.3311668767066,2907.9439579444916,40.371341228732476,67.71658,0.074384429,1.19111276e+00
uuv_0052,1189.0476343633936,627.8241201262017,1954.4173813616712,2139.096217436067,226.41930033980566,2603.505746592888,68.9569775180652,17.853589,0.014277553,1.63610679e+00
uuv_0053,2838.9639194375736,1896.9242414879052,1060.9579285087907,1351.5165686217472,430.5632052468701,2682.9785532319897,76.28745981646723,59.135703,0.065408957,1.18291197e+00
uuv_0054,3716.1574034795303,1520.641390806022,980.6253495986987,3492.4929506610974,485.6734868683381,3068.088130502103,72.36679648346649,53.004534,0.037422159,1.85320758e+00
uuv_0055,2813.669138948808,754.5326489641368,1694.472966623486,2592.507460206344,236.4843000800413,1804.1773111823227,69.20589228414732,76.786805,0.077976624,1.28843365e+00
uuv_0056,2769.458451872929,782.9429459213831,1548.0245799422487,1041.2595461303447,353.9485917900601,2693.144838866937,49.54638915990344,70.740841,0.075223432,1.23043016e+00
uuv_0057,2422.501800975856,1253.2889089270082,647.384994061342,3881.4207645038614,275.352792242277,2961.717367418415,10.60777581390338,41.086986,0.048680917,1.10429581e+00
uuv_0058,3358.0346255688937,1022.6206560132816,589.4990361970887,3259.4071704844378,259.5102436320412,1449.0140106785998,78.79216290621704,53.915321,0.094537991,7.46183625e-01
uuv_0059,1632.6880285462194,1223.6230596011933,777.363308036825,3444.044562205777,241.44613419446523,3365.0191786926025,44.69235347266897,44.692605,0.10730727,5.44937149e-01
uuv_0060,2007.688296784128,1332.3679178970106,435.48503331135856,2390.499966113138,201.20976228750564,2008.8305945599495,75.01034567647562,52.978253,0.076925626,9.01086506e-01
uuv_0061,2345.7633244147055,1708.1162634782586,1914.7940291308664,3648.3802214845514,406.30119838330165,2753.237831358121,67.08873474208883,42.784997,0.10263603,5.45420612e-01
uuv_0062,3959.930971215427,1369.977145048097,1242.9620515362785,2225.4136610675355,307.1118021394478,2513.070040713246,46.35346329649627,40.739431,0.01703677,3.12872645e+00
uuv_0063,2728.635701091691,446.0979481855695,658.7604027362719,1922.6135767154187,201.2454141709873,1260.2107072571648,52.4130487553192,39.353844,0.031750403,1.62172719e+00
uuv_0064,1468.5832793927643,483.7142958265634,1274.063611965126,1709.3683431800916,216.72170933163156,2301.7606667033015,55.557902245708895,23.799394,0.12020123,2.59057912e-01
uuv_0065,3284.8283496203476,1143.7351427472233,1657.8164080383533,1669.827130986555,403.7775332299292,3131.739628739096,60.763735458518354,36.558004,0.083055053,5.75912239e-01
uuv_0066,1703.3323506046581,1103.3041149780415,468.1232976891284,2466.338703853597,216.39707592375163,3438.9378839977107,15.559349313426711,38.969673,0.029037075,1.75595663e+00
uuv_0067,2248.944376997242,1174.652513246143,758.88198020868,2571.3340272582627,294.35166263214853,3126.8738281587366,14.00450356322571,38.375972,0.10543778,4.76214949e-01
uuv_0068,1194.50854137419,1721.4300282091585,1116.7998680979742,2857.9082885846005,458.36134539068206,2047.8165367163647,86.90025238945587,48.22921,0.077242794,8.16943581e-01
uuv_0069,1872.4572560429253,1026.76679693276,875.697781261299,2174.465747239543,262.66722827139887,3661.12469645608,67.50498515071725,17.971318,0.013498995,1.74188063e+00
uuv_0070,1962.2766479891995,1327.357671041603,1290.3288424434945,3323.277275875214,262.58542072837554,2502.2977477567147,51.36951885886003,27.040424,0.042127318,8.39826493e-01
uuv_0071,3986.9022200389136,488.53213217063995,955.7444871422647,1927.2458549587973,225.4838699030845,2655.141463387423,91.99509216464816,17.790736,0.014078122,1.65344240e+00
uuv_0072,3722.401403302695,665.1273398060066,415.1319029274088,3128.524774146574,203.65214471112284,3613.526802478807,75.92132005998867,45.78119,0.14153899,4.23205099e-01
uuv_0073,1340.271290398593,1419.8109925393178,1999.2540849461654,1495.1716046490296,652.9775368626193,1494.3836883956396,19.061661586046494,36.771444,0.20008925,2.40451125e-01
uuv_0074,1047.8034279764508,1446.8410226363264,1318.6672580140837,1594.6629573035702,338.24398472967033,2814.095188515593,61.05614036121552,32.77592,0.017347682,2.47202767e+00
uuv_0075,2356.146912969649,673.2199414300759,1838.5579572207114,3112.0253685468724,325.987405816843,2092.5626680771065,31.329016859453077,22.644346,0.016372929,1.80956130e+00
uuv_0076,3875.841396509204,1728.0773512786527,884.5263336773424,2615.076083443605,230.72443465182218,3577.0437996992655,88.8229184896713,66.833218,0.07627574,1.14642549e+00
uuv_0077,3164.1275763715457,1676.3004919480966,1131.842423606352,1349.6272764487558,564.6228403246294,1275.8856111469552,89.3715540865825,94.821075,0.083668765,1.48279600e+00
uuv_0078,1904.0236072249427,904.0481484917525,832.9256719147676,3558.071898918946,390.3941821764855,3014.4373576991457,91.37579791950554,20.357716,0.016408941,1.62326113e+00
uuv_0079,1498.6562219855095,911.8402471557939,1142.9267985506606,1646.5739575478851,437.2066565614741,3464.187357108617,68.72992788022853,28.264582,0.059457669,6.21977370e-01
uuv_0080,1366.2111014112693,1153.0451168250686,775.5686485550939,2803.542292369687,348.40511883095434,2873.3025002977674,33.57958892469411,11.281482,0.01681488,8.77833758e-01
uuv_0081,2011.3689027399714,1359.901724539006,1145.1957172814614,3095.238023043665,444.28141932988854,2953.0849595702457,67.74830730368272,37.837756,0.062674705,7.89901553e-01
uuv_0082,1619.777073732041,1796.3014608292472,1043.7079529905127,1872.190578683032,417.09787220296585,3130.600270011932,25.837904174843512,13.671079,0.012890284,1.38765085e+00
uuv_0083,2826.573050004989,1003.5678961846287,941.2619932273415,1691.418857378149,413.5527679567333,3054.1751717949032,36.918312439821065,19.074763,0.014465874,1.72525928e+00
uuv_0084,1500.1728754825408,1287.7197878553702,441.752935972373,2301.0140296335676,217.31943936785373,2125.4835574616127,53.44170831557947,21.004552,0.034456313,7.97598830e-01
uuv_0085,2215.09178754177,1339.5690953367339,558.1655328477694,1086.3532065533816,223.4739842666874,3617.209494225034,28.292325733513913,36.99283,0.091628287,5.28235867e-01
uuv_0086,1115.3903578317802,733.7588102328723,1574.035363941541,3814.0761364473697,343.1973616122698,1432.204358400724,38.32737208217344,40.431158,0.075060577,7.04764748e-01
uuv_0087,1504.439775379683,976.5317390279538,1087.7165028767135,3517.4169262917735,367.6277769840723,1754.0026252922353,93.08835901497541,50.055656,0.062155267,1.05369546e+00
uuv_0088,3468.094808623401,965.766840582409,884.052995904111,3341.0218742885572,349.3538146356568,3361.04488446627,34.17117554538854,11.405877,0.01577499,9.46018162e-01
uuv_0089,2065.56609286457,1113.0375249903711,585.5038086579249,1105.5395098896543,216.53739764954264,3679.5780321845973,92.89657692467587,51.630371,0.090206327,7.48872946e-01
uuv_0090,3703.4418142043232,704.055533174196,590.7476012213649,3387.560372509911,241.41854103230617,1115.8023969368282,87.47965534446352,41.076614,0.087906647,6.11382233e-01
uuv_0091,3076.1964076404115,1705.8325465918074,867.5850235556702,1325.9515612007744,326.9071295842217,2541.1982156014205,68.41200679863405,35.304729,0.12627241,3.65817361e-01
uuv_0092,2639.21609982809,1692.2003910666413,1419.3122671643619,1398.5540885462467,528.158171963422,3395.2287372667715,19.940988252348326,61.649898,0.058111838,1.38805809e+00
uuv_0093,2151.851521462596,972.4124900873527,1833.7325786972106,2194.4665308917156,413.246981586283,2264.4089779824494,80.95705321935267,23.771461,0.014386087,2.16198703e+00
uuv_0094,1527.0612036770303,1322.2598507217208,1198.3310228618907,1625.0224115835308,213.45377255483828,1572.0569902102172,64.74062287799805,18.610215,0.014880261,1.63636708e+00
uuv_0095,2515.6486921434225,1885.0056974936858,1462.6056244841643,3319.367338464515,259.0129964554327,1376.268837582686,41.4229439728078,24.717515,0.020927437,1.54535640e+00
uuv_0096,2036.1759980783763,853.9029046119322,660.344166553055,1795.564689627078,249.68922292863198,2241.9787406463197,24.850952092871946,38.395962,0.01861073,2.69936755e+00
uuv_0097,3285.4132883416473,1804.7753597832195,1725.732988002892,3831.72322090261,690.1288353493701,1493.9192287855042,94.22209335776405,28.20949,0.072331727,5.10277350e-01
uuv_0098,2185.4317974724427,1463.4785245518387,1597.7320556625132,2732.0203068879,719.3801888329009,3205.3711370854976,91.07302615389959,24.215681,0.011712624,2.70509410e+00
uuv_0099,3586.1357557432657,968.5926869749399,1918.0935775459006,1021.0709846109216,307.278924056311,2157.7746216568303,45.09169992896574,26.205127,0.018108982,1.89335529e+00
uuv_0100,1935.8258415458254,1992.1388848177123,1985.220203384702,2578.9950785180094,935.6944431652606,2252.0004064975838,55.00782757961784,49.620833,0.036541547,1.77671191e+00
uuv_0101,2888.5983172401793,919.9508891421942,1747.3610204053116,1000.2242867124678,264.5332838565603,1446.8660915037347,62.32924892459987,26.17841,0.010696378,3.20218506e+00
uuv_0102,1827.4057999716483,1126.5489032239207,628.4383938918218,3514.4400365689576,227.60164034774894,1615.2979980656332,20.458434827400673,72.299576,0.061134505,1.54735244e+00
uuv_0103,2534.885736232017,850.074563555414,1109.886499813148,3142.259818835656,413.4090193335106,3377.261850305705,60.32393348861584,40.806031,0.080474677,6.63445128e-01
uuv_0104,2269.9239871558248,1263.6992532206355,1102.4081394488178,3599.939621462671,315.0835296554159,3619.235958479054,90.86848544659915,45.381901,0.074543293,7.96551769e-01
uuv_0105,2618.3811651005863,777.5076342913511,1796.458131872565,2615.753081145879,264.25439552346893,3279.70571020936,26.49903302040011,47.974519,0.047998982,1.30773122e+00
uuv_0106,2794.782280469536,1847.0032088670819,1802.6469460180344,3933.332407406522,315.0417175040333,2249.1920973876777,69.66443893040135,75.487985,0.073891217,1.33667218e+00
uuv_0107,2979.5094147408063,1280.8210659987826,821.1746986203209,3644.7474598036974,332.1578619831686,1251.53367936951,74.42096564395051,33.033435,0.013322573,3.24418417e+00
uuv_0108,3020.673229608643,806.0658700634822,1182.3605669523374,2633.9036821429754,291.62714867975546,3918.6803043027903,17.974247770942544,56.362002,0.077062165,9.56940855e-01
uuv_0109,3550.360713455265,1353.7439493298805,786.416337579757,1878.339907110199,357.79518745769417,3848.3519689633526,71.3800372412913,56.538187,0.084067253,8.79943753e-01
uuv_0110,3725.8869730699757,1650.3702704435757,1493.8922044384658,3005.4985297284725,519.5129502501096,1548.8000826975317,38.10279781965595,58.194427,0.079764976,9.54572796e-01
uuv_0111,3181.1165804195157,419.6558207797256,1601.2171693485886,1380.562528689732,207.39159593559657,3029.4345579969167,56.7870924663613,22.900639,0.013415494,2.23347368e+00
uuv_0112,2642.8342044498454,1438.2524803806082,438.4935707034849,2550.2715538793027,210.2003063735318,1814.8606067630458,76.55409603201267,60.79677,0.12527613,6.34968314e-01
uuv_0113,1179.0335766555036,1843.319454371868,490.3631030476397,2902.5726672541514,237.86892836709671,2376.1335572149756,25.443383678107995,49.659446,0.10963423,5.92646302e-01
uuv_0114,2741.6351982310616,1517.1555053847176,1716.8043051394268,2787.066642500078,209.1100282252084,2618.4076754828793,25.631237718417275,52.150276,0.079777009,8.55300542e-01
uuv_0115,3767.9277300612375,1253.653128658223,1283.2174136981362,1767.662140894554,210.81530744651042,1044.2356555892602,84.25474706178063,33.377547,0.017011599,2.56713774e+00
uuv_0116,3806.5741870519537,1221.6820071065815,1968.7657527800998,1613.6074266840455,521.8510148199487,1420.4845934077143,28.252355875794443,30.496825,0.025407822,1.57046070e+00
uuv_0117,3876.676999548791,1951.0208141710368,1516.188955141753,3135.152973203154,204.1162594343225,3268.486762302812,61.23643819871682,27.271441,0.016434829,2.17111481e+00
uuv_0118,1708.316014886886,869.2361836176008,1423.170439036679,3463.4061386990643,392.49450446157755,3276.8380911030035,95.5383128021979,72.503586,0.032462461,2.92225385e+00
uuv_0119,1263.4488269902633,1948.340237085214,1266.2058676145384,2148.689160998033,206.63936602910516,2912.5583030102916,49.771128169391936,59.3645,0.070314799,1.10463796e+00
uuv_0120,3061.8988041657676,625.9986952506175,1210.7385713073452,1562.215607597673,293.4690971276739,2208.285185595068,83.99741814190122,33.883502,0.0182422,2.43025002e+00
uuv_0121,3423.6695348250905,997.929673844716,1801.0889897770444,3150.130467960763,332.99541379026914,2447.1429880130327,87.67995652127503,46.337643,0.088652901,6.83881532e-01
uuv_0122,2822.4942123158085,1811.6172952153388,1214.6005571152564,3985.184666136425,213.91303022094363,1899.8892620868496,14.631335628489165,84.634689,0.065058962,1.70208469e+00
uuv_0123,3232.0072151100308,961.1806249866188,1954.5212023142951,3123.515367299681,257.1350252295998,2754.1172159416337,68.32764637079171,81.687451,0.049458551,2.16099542e+00
uuv_0124,3520.9049621743543,1897.8451854824987,419.6667161659139,2735.026088780468,203.26593477204355,3183.162365393005,49.2996872285179,95.485761,0.068577998,1.82177065e+00
uuv_0125,2124.5204664407975,1099.524521606526,612.9064694330541,3348.453643593845,221.35438631290162,3532.2125266559915,30.04804661009253,77.932667,0.13399574,7.60971562e-01
uuv_0126,1630.3817812704262,1896.6421442673632,1924.2294619690829,3450.5252967676724,319.4063458421065,2860.604316944915,26.63998343315978,48.298561,0.10002784,6.31761552e-01
uuv_0127,3706.023057997561,1220.286624441173,1967.3178904294737,2092.32532820932,494.97555891767814,1489.6830386948977,73.33664335543278,35.771171,0.01314029,3.56178816e+00
uuv_0128,2340.513460690403,1943.0885628555845,1499.2149675978549,2152.085713561505,652.9706388217696,2548.1485669530257,97.47830562842307,81.665722,0.048788524,2.19009028e+00
uuv_0129,3770.256491278634,405.4241418502578,765.5185392150643,2676.0029353672426,201.4817963397293,1782.2970316416931,94.4549774434843,23.369996,0.01200723,2.54657042e+00
uuv_0130,3798.268031041677,890.5807145298152,1119.672551432987,3691.6965940773694,308.1251467880503,1565.4359771254265,78.3985200758017,34.557172,0.1641356,2.75470625e-01
uuv_0131,3446.9006151155127,1749.0458152801036,837.8336437748608,1127.660886141034,326.07087185881863,1878.4437954383984,19.348264684459558,60.688788,0.086727735,9.15567465e-01
uuv_0132,1184.5484229584945,652.5415448610435,466.88312097690135,2789.3950466076717,211.39618605705567,2370.7450168920604,41.55839726857047,36.023731,0.034304135,1.37398536e+00
uuv_0133,2017.3145618935016,527.0656728300139,637.6145158883304,2188.742105114474,229.09748841487422,1695.468896758709,99.75460409482486,22.003998,0.10813401,2.66243601e-01
uuv_0134,2547.6882485613764,653.3325355859837,1280.6867841223284,1312.9175734318999,229.3521417889963,3231.40161442578,93.75823074736834,25.744696,0.11577365,2.90949719e-01
uuv_0135,2792.788850995073,1589.8638451119741,1901.5159298746717,1740.733512806139,439.63332100312977,2443.272556956621,80.6946314903984,51.695051,0.085453917,7.91510874e-01
uuv_0136,1612.349945231954,771.8817771304344,1214.6502596113232,2745.9914739916494,378.3336924071788,1024.5024682014946,70.25658203052203,33.930734,0.015538968,2.85700481e+00
uuv_0137,1252.5050988269554,1148.6173944832128,1285.5741381484722,3967.6578416136963,558.1493920401947,2870.1017605396637,84.77737653476179,36.771214,0.059066971,8.14522651e-01
uuv_0138,1529.9956053988733,648.5822713446424,1523.058838619821,1424.3534200027252,299.4483687092364,1581.4759860923202,20.99221156667003,12.987559,0.014057447,1.20881819e+00
uuv_0139,1118.2343927886013,1850.4818858423896,644.745973631062,1985.1659158261548,221.32580088006978,3203.4797680630313,42.588919366157185,30.621067,0.043991602,9.10731654e-01
uuv_0140,3342.5901732049456,1716.1425129187705,1822.4723748277725,2161.593090027448,530.3230768380031,1157.049235693012,27.847009061946608,57.653082,0.06553785,1.15098650e+00
uuv_0141,2019.1810281307635,1628.9400937686655,1012.7223851636863,1743.118683762799,404.4024470065601,3004.692122539729,82.49931647418077,37.101058,0.016820948,2.88586304e+00
uuv_0142,1116.4269702820056,1689.4942362977486,1840.167452266683,1385.4438907094445,279.07204643676727,2482.957326064055,15.936780758490379,18.203162,0.015782291,1.50909535e+00
uuv_0143,2157.270519119741,895.0244263357781,1982.3341018308358,3546.744800738012,397.35955504576054,2079.468455786594,33.41607218091727,55.94577,0.024063045,3.04198146e+00
uuv_0144,3003.839366019555,1951.9581121484596,1683.2696199305917,1678.249188255394,351.57260490016677,3850.969321650572,52.74737630476058,77.736547,0.062076781,1.63846038e+00
uuv_0145,2654.4022169686405,1954.510008282941,812.0239648763292,2851.728761995517,215.5797399593079,1768.3937102200352,39.06599181700185,46.019713,0.018938285,3.17938517e+00
uuv_0146,3478.913393945768,1717.0907953977753,1957.99426470122,2526.8985789968083,586.6288120785581,1632.5339819322999,15.85000196079848,85.175585,0.07203375,1.54710216e+00
uuv_0147,1887.725693817655,507.28463110314726,1404.1259722845496,2410.7173356481253,210.75368594459675,1994.989972188779,15.917368770288281,31.073207,0.013259518,3.06618415e+00
uuv_0148,1663.2250869844092,805.7693758536107,659.9087371547199,1316.9651320729402,247.14213940585714,1595.2746649387648,17.384548680053825,43.991212,0.085381184,6.74129986e-01
uuv_0149,3885.9164981407193,1366.1200874561694,1053.439143566013,2638.6170089898296,281.9545201403135,2893.2951663126596,38.091267951742495,7.7530065,0.021167186,4.79233222e-01
uuv_0150,1829.3479797705925,604.599559843621,1068.9561944026404,2377.129659884924,220.43239180478207,2027.4078065528843,74.33175287961791,58.268712,0.055618032,1.37075454e+00
uuv_0151,2922.5269423549744,1990.5938136885122,676.1704373154427,1655.0206687820278,231.08164838009824,2319.4864498145903,45.32858572052195,37.392333,0.080932559,6.04504011e-01
uuv_0152,1011.7719690373257,798.2121162646233,1557.9461156930324,2133.961912824347,300.004586812404,1898.4985477024607,99.95331312181686,75.185871,0.075668691,1.30004954e+00
uuv_0153,1958.2888124340834,585.9696195963604,480.600977602435,2443.5685610507176,224.54891557528626,1399.7023420733613,70.30577836228044,45.182659,0.050692161,1.16619420e+00
uuv_0154,3269.305809285073,1222.587617392723,1388.3655280685982,2333.765489206514,488.4042152506245,2735.579541293515,38.25306776413066,21.365198,0.11732251,2.38267866e-01
uuv_0155,3547.984884170129,1660.4190420894174,1065.3265913616615,2072.1076807602394,361.3943593055046,3424.635884760296,92.69940008381477,15.46475,0.013558515,1.49234984e+00
uuv_0156,2514.591601219408,1080.3729913310992,1263.474160261852,3305.478932199899,273.1655258690497,3201.58178229117,50.29442488050678,57.627668,0.045515035,1.65659389e+00
uuv_0157,2856.1446673219216,962.920562048254,1938.5126489104657,3299.3691786334125,478.9976301775054,3147.665359695792,83.76413516371615,36.453482,0.036665852,1.30081978e+00
uuv_0158,1097.2481812719227,1359.921501257263,1974.4063215270141,3282.499153251934,545.2540530643444,1515.8668018228186,76.2144642281023,84.732784,0.066409932,1.66939202e+00
uuv_0159,1335.1396043315247,1923.3994429405248,1302.6221270101487,2755.725826620273,507.089459853948,3153.565849324893,50.615235330014386,27.627467,0.014878773,2.42948291e+00
uuv_0160,1691.3358677379701,408.0179825619322,887.1144222276364,3534.680395661227,202.78296301048923,1935.0157517005887,37.2843684487465,20.440706,0.011707493,2.28439860e+00
